,client_id,amount,date,time
242,994,513.0,8/29/2020,23:54
243,986,474.0,5/26/2020,22:03
244,991,548.0,5/20/2020,23:40
245,990,379.0,3/20/2020,23:36
246,994,805.0,10/16/2020,22:30
247,992,578.0,4/9/2020,23:11
248,988,976.0,6/19/2020,23:39
249,995,281.0,5/14/2020,22:38
250,994,837.0,12/4/2020,23:31
251,987,254.0,11/21/2020,22:55
252,991,831.0,10/20/2020,23:08
253,989,412.0,1/16/2020,22:53
254,991,803.0,3/3/2020,23:30
255,994,999.0,7/21/2020,23:12
256,992,838.0,3/28/2020,23:24
257,987,589.0,7/5/2020,22:58
258,995,554.0,5/3/2020,22:03
259,990,807.0,11/20/2020,22:29
260,988,592.0,10/2/2020,23:32
261,990,925.0,4/9/2020,23:44
262,992,865.0,10/17/2020,22:00
263,987,786.0,7/24/2020,23:06
264,992,407.0,9/9/2020,23:24
265,989,463.0,7/28/2020,23:33
266,986,924.0,2/2/2020,23:54
267,992,668.0,12/30/2020,23:58
268,995,618.0,1/15/2020,23:33
269,989,336.0,8/4/2020,22:38
270,988,981.0,3/22/2020,23:38
271,986,999.0,11/27/2020,23:26
272,986,863.0,12/26/2020,23:50
273,992,837.0,5/9/2020,23:32
274,986,999.0,10/26/2020,23:46
275,995,675.0,9/1/2020,22:09
276,994,594.0,6/9/2020,22:36
277,993,551.0,8/27/2020,23:27
278,991,575.0,4/5/2020,22:39
279,990,840.0,9/5/2020,22:20
280,994,647.0,11/23/2020,23:27
281,994,1000.0,5/6/2020,23:50
282,987,934.0,5/28/2020,22:19
283,989,903.0,3/22/2020,22:19
284,991,243.0,3/15/2020,22:19
285,990,472.0,10/3/2020,23:38
286,990,798.0,7/18/2020,22:50
287,995,385.0,2/27/2020,23:21
288,989,495.0,7/4/2020,22:55
289,986,678.0,12/23/2020,23:51
290,987,359.0,11/27/2020,22:30
291,993,868.0,8/2/2020,22:42
292,988,669.0,11/1/2020,22:05
293,991,950.0,10/7/2020,22:24
294,994,696.0,4/7/2020,23:13
295,995,653.0,4/13/2020,22:32
296,986,797.0,5/6/2020,23:23
297,990,909.0,4/8/2020,23:20
298,986,233.0,1/25/2020,22:16
299,994,821.0,9/27/2020,22:18
300,986,732.0,1/6/2020,22:42
301,988,313.0,11/19/2020,23:24
302,994,594.0,8/5/2020,22:20
303,987,649.0,10/26/2020,22:04
304,995,912.0,7/12/2020,23:39
305,990,278.0,7/1/2020,23:45
306,991,527.0,9/13/2020,22:29
307,990,689.0,2/23/2020,23:48
308,990,890.0,9/27/2020,22:10
309,990,405.0,10/5/2020,22:57
310,994,797.0,5/12/2020,22:47
311,995,792.0,8/31/2020,23:42
312,993,917.0,1/30/2020,22:57
313,988,545.0,2/17/2020,23:53
314,995,505.0,3/22/2020,22:02
315,986,446.0,8/1/2020,22:21
316,986,559.0,7/11/2020,22:27
317,989,565.0,9/5/2020,22:48
318,988,474.0,12/26/2020,22:17
319,987,559.0,3/20/2020,22:24
320,991,540.0,6/20/2020,22:32
321,992,666.0,9/29/2020,23:07
322,993,512.0,3/30/2020,23:11
323,993,735.0,8/7/2020,23:00
324,995,967.0,2/12/2020,23:33
325,988,927.0,10/22/2020,23:47
326,988,776.0,7/29/2020,22:44
327,990,596.0,4/7/2020,23:23
328,993,242.0,5/1/2020,22:02
329,991,641.0,12/2/2020,22:30
330,992,816.0,9/3/2020,22:48
331,993,307.0,1/13/2020,23:19
332,994,841.0,12/25/2020,22:13
333,990,456.0,11/5/2020,23:21
334,995,322.0,12/26/2020,22:26
335,993,352.0,9/11/2020,23:22
336,988,784.0,12/18/2020,23:11
337,986,323.0,4/27/2020,22:37
338,990,713.0,4/29/2020,23:30
339,988,782.0,2/15/2020,22:29
340,994,417.0,1/18/2020,22:16
341,995,438.0,6/27/2020,22:21
342,994,508.0,7/5/2020,23:27
343,992,471.0,11/30/2020,22:10
344,991,925.0,9/27/2020,23:13
345,992,578.0,8/20/2020,22:06
346,990,922.0,8/12/2020,22:45
347,992,722.0,6/16/2020,22:17
348,994,750.0,12/1/2020,23:00
349,994,660.0,10/21/2020,23:24
350,994,650.0,10/28/2020,23:56
351,990,519.0,1/18/2020,22:45
352,988,486.0,1/9/2020,23:14
353,994,464.0,2/6/2020,22:04
354,993,720.0,2/19/2020,22:35
355,988,211.0,3/1/2020,23:42
356,987,768.0,10/11/2020,22:03
357,993,216.0,7/22/2020,22:22
358,986,830.0,12/3/2020,23:27
359,986,218.0,1/16/2020,22:18
360,995,546.0,7/12/2020,23:30
361,992,257.0,10/25/2020,23:17
362,988,396.0,4/24/2020,23:00
363,986,782.0,3/9/2020,22:55
364,991,238.0,7/4/2020,23:30
365,991,849.0,12/17/2020,22:11
366,987,450.0,6/29/2020,22:14
367,990,833.0,5/16/2020,22:39
368,986,669.0,6/25/2020,23:58
369,990,487.0,3/25/2020,22:42
370,994,822.0,12/3/2020,22:30
371,990,892.0,10/9/2020,23:37
372,987,736.0,11/7/2020,22:39
373,992,759.0,1/11/2020,22:35
374,989,752.0,2/26/2020,22:16
375,995,598.0,9/17/2020,22:27
376,989,388.0,1/3/2020,23:48
377,989,533.0,3/28/2020,23:58
378,994,492.0,3/31/2020,22:38
379,994,778.0,7/26/2020,23:12
380,988,777.0,10/6/2020,22:50
381,987,987.0,3/5/2020,22:49
382,987,291.0,7/25/2020,23:30
383,987,970.0,8/31/2020,23:32
384,995,302.0,9/28/2020,23:40
385,991,266.0,10/4/2020,23:30
386,992,398.0,5/15/2020,23:02
387,991,468.0,12/14/2020,23:46
388,989,224.0,1/6/2020,23:52
389,995,376.0,1/31/2020,22:09
390,992,201.0,11/15/2020,23:08
391,994,477.0,11/1/2020,23:53
392,986,412.0,7/4/2020,22:57
393,989,693.0,9/2/2020,22:50
394,993,883.0,9/5/2020,22:41
395,991,500.0,6/23/2020,22:47
396,993,986.0,7/15/2020,22:19
397,989,918.0,9/28/2020,23:29
398,989,854.0,5/9/2020,22:04
399,994,710.0,1/22/2020,23:27
400,990,379.0,6/14/2020,22:28
401,994,216.0,12/28/2020,22:10
402,987,365.0,3/10/2020,22:49
403,995,613.0,8/13/2020,22:06
404,986,886.0,11/9/2020,22:05
405,987,685.0,6/26/2020,22:05
406,990,704.0,4/8/2020,22:09
407,994,398.0,12/3/2020,22:04
408,989,304.0,6/29/2020,22:16
409,990,994.0,11/15/2020,23:58
410,993,827.0,2/10/2020,22:15
411,986,745.0,9/13/2020,23:40
412,987,948.0,11/5/2020,23:42
413,987,200.0,11/24/2020,22:37
414,986,581.0,9/5/2020,23:18
415,986,489.0,12/12/2020,23:36
416,995,770.0,2/21/2020,22:40
417,995,638.0,2/12/2020,23:05
418,989,988.0,10/10/2020,22:44
419,993,646.0,1/28/2020,22:12
420,989,958.0,4/19/2020,22:31
421,994,448.0,6/30/2020,22:36
422,991,337.0,11/18/2020,22:46
423,988,297.0,3/14/2020,22:08
424,989,835.0,2/9/2020,23:11
425,992,449.0,8/28/2020,22:17
426,992,420.0,10/23/2020,23:13
427,990,871.0,7/17/2020,22:03
428,986,273.0,1/5/2020,23:27
429,993,607.0,6/28/2020,23:35
430,988,504.0,4/5/2020,22:49
431,989,610.0,7/11/2020,22:43
432,992,730.0,8/16/2020,22:22
433,987,706.0,1/18/2020,22:19
434,989,652.0,11/5/2020,23:35
435,991,960.0,1/19/2020,23:10
436,992,850.0,2/13/2020,22:38
437,995,482.0,12/9/2020,23:50
438,994,742.0,9/8/2020,22:56
439,993,664.0,3/4/2020,23:04
440,988,508.0,1/21/2020,22:16
441,991,288.0,1/20/2020,22:48
442,987,855.0,8/10/2020,23:44
443,992,472.0,4/29/2020,23:58
444,992,893.0,4/11/2020,22:41
445,987,818.0,1/5/2020,22:23
446,995,341.0,8/5/2020,22:41
447,988,298.0,6/11/2020,22:03
448,991,454.0,11/22/2020,23:45
449,992,415.0,3/21/2020,23:06
450,991,210.0,11/18/2020,22:33
451,994,358.0,1/5/2020,23:54
452,986,582.0,11/9/2020,23:02
453,986,618.0,1/21/2020,23:29
454,988,387.0,2/11/2020,22:49
455,990,492.0,12/13/2020,22:28
456,988,456.0,3/23/2020,22:43
457,987,808.0,10/16/2020,22:28
458,986,278.0,1/12/2020,22:52
459,994,457.0,11/26/2020,22:07
460,988,961.0,4/9/2020,22:01
461,995,407.0,7/14/2020,23:35
462,987,420.0,10/1/2020,23:17
463,986,382.0,7/22/2020,23:26
464,988,898.0,7/28/2020,22:25
465,989,601.0,4/4/2020,23:49
466,994,542.0,3/29/2020,22:17
467,989,779.0,4/30/2020,23:07
468,990,690.0,5/17/2020,23:26
469,992,457.0,4/22/2020,22:26
470,990,678.0,1/9/2020,22:26
471,989,957.0,11/15/2020,22:51
472,995,880.0,7/19/2020,23:06
473,991,259.0,2/27/2020,23:26
474,990,735.0,9/26/2020,23:57
475,995,661.0,3/15/2020,22:56
476,986,242.0,3/8/2020,22:48
477,992,340.0,9/19/2020,22:58
478,986,748.0,11/24/2020,22:39
479,992,820.0,12/17/2020,23:28
480,986,799.0,11/8/2020,23:25
481,990,948.0,3/4/2020,23:39
482,988,280.0,11/22/2020,23:08
483,991,991.0,7/1/2020,22:32
484,994,638.0,2/5/2020,23:18
485,993,981.0,12/11/2020,22:10
486,991,932.0,5/4/2020,22:15
487,993,200.0,2/23/2020,22:54
488,991,580.0,8/23/2020,23:17
489,995,924.0,11/7/2020,23:14
490,991,293.0,11/7/2020,22:44
491,991,835.0,3/3/2020,23:51
492,987,209.0,1/14/2020,22:08
493,994,916.0,2/21/2020,23:14
494,990,374.0,12/15/2020,23:48
495,986,989.0,3/23/2020,22:50
496,989,632.0,5/22/2020,22:27
497,986,246.0,10/24/2020,22:41
498,991,219.0,8/17/2020,22:14
499,986,310.0,7/5/2020,23:04
0,986,715.0,12/6/2020,2:44
1,995,671.0,5/15/2020,3:03
2,988,743.0,7/12/2020,4:30
3,990,596.0,12/19/2020,0:18
4,987,856.0,1/2/2020,5:03
5,989,779.0,9/30/2020,0:25
6,994,922.0,1/30/2020,1:38
7,991,922.0,8/19/2020,3:53
8,991,311.0,2/29/2020,4:07
9,995,269.0,3/11/2020,1:45
10,994,874.0,11/6/2020,3:03
11,990,556.0,9/14/2020,1:15
12,991,592.0,7/17/2020,3:52
13,995,397.0,8/15/2020,2:38
14,988,241.0,11/18/2020,2:56
15,993,656.0,7/17/2020,5:39
16,991,477.0,4/9/2020,3:00
17,994,911.0,9/20/2020,0:54
18,987,658.0,4/1/2020,1:57
19,993,931.0,1/6/2020,2:32
20,994,908.0,6/11/2020,2:06
21,991,505.0,1/13/2020,0:38
22,995,374.0,1/6/2020,3:51
23,988,671.0,3/12/2020,3:50
24,995,469.0,8/7/2020,3:50
25,993,480.0,5/29/2020,4:51
26,994,740.0,2/9/2020,5:35
27,992,483.0,3/22/2020,4:08
28,993,606.0,6/7/2020,0:26
29,994,749.0,11/25/2020,1:36
30,994,237.0,6/9/2020,4:03
31,991,545.0,12/31/2020,4:55
32,995,275.0,6/30/2020,2:13
33,986,397.0,4/2/2020,5:59
34,989,547.0,9/26/2020,3:42
35,989,683.0,7/1/2020,2:36
36,994,879.0,9/11/2020,4:22
37,987,597.0,2/21/2020,4:20
38,989,754.0,10/12/2020,0:12
39,995,267.0,5/12/2020,0:33
40,987,583.0,1/6/2020,2:51
41,987,782.0,3/18/2020,3:55
42,993,858.0,8/22/2020,1:26
43,991,914.0,8/18/2020,4:32
44,994,707.0,1/15/2020,2:51
45,989,275.0,9/14/2020,0:39
46,993,830.0,7/21/2020,0:01
47,987,288.0,6/9/2020,4:25
48,993,953.0,10/24/2020,3:44
49,986,513.0,3/14/2020,1:30
50,995,847.0,11/28/2020,2:57
51,988,640.0,6/27/2020,0:57
52,994,943.0,9/11/2020,1:30
53,995,896.0,7/26/2020,5:40
54,990,871.0,12/31/2020,5:45
55,994,647.0,1/6/2020,1:20
56,992,217.0,9/20/2020,4:36
57,995,323.0,1/21/2020,1:40
58,986,875.0,4/9/2020,0:13
59,988,266.0,7/2/2020,2:09
60,990,914.0,9/18/2020,4:13
61,993,762.0,10/9/2020,2:57
62,992,533.0,5/30/2020,4:51
63,987,438.0,3/11/2020,2:33
64,994,705.0,8/26/2020,0:12
65,990,977.0,7/28/2020,3:41
66,988,638.0,10/5/2020,0:58
67,992,224.0,2/4/2020,1:19
68,993,661.0,10/13/2020,5:28
69,992,645.0,5/3/2020,4:05
70,990,825.0,5/26/2020,0:40
71,986,779.0,1/31/2020,4:13
72,995,689.0,2/21/2020,0:29
73,990,931.0,12/21/2020,1:15
74,988,469.0,4/9/2020,3:48
75,995,215.0,10/30/2020,1:11
76,989,433.0,10/12/2020,1:55
77,990,977.0,11/8/2020,1:28
78,995,304.0,5/17/2020,3:44
79,989,254.0,4/9/2020,0:55
80,995,977.0,3/4/2020,4:17
81,992,398.0,2/9/2020,5:05
82,986,254.0,1/5/2020,4:39
83,992,769.0,6/11/2020,2:39
84,992,528.0,3/24/2020,1:35
85,991,924.0,1/26/2020,1:06
86,992,355.0,2/3/2020,4:50
87,987,839.0,12/4/2020,4:09
88,993,351.0,10/31/2020,3:55
89,991,427.0,7/8/2020,3:13
90,988,758.0,8/12/2020,5:48
91,988,963.0,6/24/2020,0:34
92,993,789.0,4/3/2020,3:29
93,992,913.0,7/11/2020,0:24
94,992,399.0,1/27/2020,5:18
95,995,863.0,7/4/2020,1:37
96,992,427.0,7/30/2020,4:37
97,992,878.0,2/25/2020,5:05
98,989,425.0,7/30/2020,0:12
99,993,669.0,2/20/2020,3:57
100,994,751.0,5/21/2020,3:45
101,989,360.0,12/27/2020,5:25
102,987,893.0,5/29/2020,5:25
103,994,777.0,8/1/2020,2:55
104,986,286.0,4/24/2020,2:59
105,995,555.0,1/16/2020,0:27
106,990,822.0,9/4/2020,5:21
107,989,847.0,11/9/2020,3:35
108,990,534.0,3/30/2020,4:06
109,994,505.0,7/26/2020,1:19
110,992,926.0,5/14/2020,5:25
111,988,471.0,7/15/2020,1:13
112,987,341.0,8/16/2020,2:57
113,987,687.0,7/30/2020,2:46
114,990,455.0,10/7/2020,4:33
115,987,278.0,1/3/2020,4:36
116,987,934.0,4/13/2020,3:22
117,990,348.0,7/16/2020,5:56
118,994,365.0,11/7/2020,1:04
119,990,663.0,1/15/2020,4:24
120,992,696.0,11/11/2020,5:36
121,990,880.0,9/23/2020,5:40
122,994,860.0,10/9/2020,4:12
123,991,918.0,11/20/2020,2:55
124,988,931.0,1/8/2020,1:25
125,994,447.0,11/22/2020,0:46
126,993,285.0,8/5/2020,4:43
127,993,563.0,6/4/2020,0:03
128,986,999.0,6/19/2020,2:57
129,988,211.0,1/18/2020,1:52
130,992,374.0,5/6/2020,0:23
131,988,588.0,3/8/2020,1:25
132,991,301.0,7/23/2020,0:33
133,986,814.0,9/26/2020,1:08
134,995,259.0,5/10/2020,0:35
135,990,447.0,4/17/2020,4:02
136,986,359.0,6/6/2020,4:01
137,995,950.0,3/18/2020,5:53
138,991,713.0,1/30/2020,0:26
139,990,841.0,1/15/2020,0:29
140,991,578.0,4/26/2020,3:42
141,994,438.0,11/16/2020,5:39
142,990,532.0,3/16/2020,1:53
143,993,856.0,9/4/2020,2:08
144,991,721.0,2/10/2020,0:04
145,990,622.0,3/15/2020,5:22
146,989,682.0,6/26/2020,1:46
147,988,922.0,9/15/2020,1:23
148,991,395.0,1/15/2020,3:27
149,987,711.0,8/30/2020,2:17
150,994,720.0,7/5/2020,4:30
151,989,997.0,5/8/2020,1:40
152,986,230.0,1/20/2020,4:41
153,994,566.0,9/29/2020,0:50
154,987,555.0,8/24/2020,3:07
155,993,711.0,8/25/2020,0:45
156,987,981.0,1/13/2020,3:49
157,988,854.0,11/1/2020,4:12
158,987,750.0,9/15/2020,0:14
159,986,459.0,6/10/2020,0:33
160,989,437.0,5/11/2020,4:48
161,989,273.0,8/13/2020,4:37
162,994,413.0,5/15/2020,0:34
163,986,808.0,5/23/2020,0:29
164,993,591.0,9/10/2020,4:28
165,987,734.0,2/4/2020,3:55
166,990,305.0,1/9/2020,3:58
167,990,422.0,12/1/2020,0:52
168,990,801.0,11/18/2020,1:35
169,989,305.0,4/14/2020,2:39
170,994,914.0,4/24/2020,5:48
171,991,802.0,7/21/2020,4:19
172,994,223.0,11/14/2020,2:22
173,994,899.0,8/30/2020,4:26
174,993,825.0,7/19/2020,4:05
175,988,896.0,6/23/2020,2:48
176,986,899.0,11/8/2020,3:59
177,992,548.0,6/24/2020,2:41
178,988,704.0,4/28/2020,5:00
179,989,408.0,7/20/2020,1:46
180,989,404.0,3/7/2020,0:27
181,990,434.0,3/31/2020,1:16
182,987,998.0,7/26/2020,1:48
183,992,641.0,5/6/2020,0:53
184,994,454.0,3/11/2020,2:10
185,991,980.0,6/18/2020,4:50
186,989,213.0,3/15/2020,4:38
187,991,376.0,4/21/2020,2:52
188,992,530.0,6/20/2020,0:32
189,995,590.0,2/19/2020,2:21
190,990,425.0,12/14/2020,4:24
191,993,229.0,9/7/2020,0:20
192,989,397.0,5/9/2020,3:17
193,995,504.0,3/14/2020,4:44
194,986,883.0,5/30/2020,4:49
195,995,780.0,12/30/2020,3:04
196,991,263.0,9/5/2020,1:15
197,988,207.0,1/16/2020,3:28
198,992,610.0,12/22/2020,3:48
199,991,908.0,8/17/2020,3:20
200,990,949.0,5/24/2020,5:57
201,994,924.0,9/11/2020,3:37
202,989,784.0,4/11/2020,5:08
203,986,944.0,4/24/2020,3:03
204,986,885.0,8/19/2020,2:05
205,988,893.0,12/11/2020,3:48
206,992,672.0,4/24/2020,2:42
207,991,552.0,4/22/2020,2:14
208,987,530.0,4/4/2020,5:24
209,989,846.0,1/6/2020,4:14
210,986,431.0,8/28/2020,3:46
211,987,285.0,8/21/2020,1:58
212,992,776.0,5/10/2020,0:32
213,986,422.0,5/28/2020,5:14
214,987,207.0,10/9/2020,1:37
215,992,986.0,12/9/2020,4:36
216,994,396.0,9/21/2020,5:12
217,987,851.0,1/7/2020,1:50
218,992,912.0,7/12/2020,0:06
219,993,601.0,5/22/2020,3:55
220,993,625.0,5/7/2020,5:10
221,986,456.0,5/13/2020,2:59
222,987,373.0,7/31/2020,1:28
223,989,872.0,9/19/2020,0:11
224,988,871.0,11/30/2020,0:29
225,991,898.0,3/24/2020,0:49
226,990,473.0,5/23/2020,4:47
227,992,453.0,11/16/2020,5:39
228,993,693.0,5/13/2020,2:12
229,992,810.0,7/12/2020,1:50
230,994,264.0,6/24/2020,1:23
231,989,475.0,8/6/2020,3:51
232,993,797.0,1/29/2020,3:39
233,993,809.0,8/7/2020,2:31
234,989,378.0,12/30/2020,4:19
